1着点,2着点,3着点,5着内点,10着内点,穴補正,レース数,3着内,複勝率
25,20,10,5,3,0,129,73,56.59
30,24,10,5,3,0,129,72,55.81
35,28,10,5,0,0,129,72,55.81
35,28,10,5,3,0,129,71,55.04
40,32,10,5,0,0,129,71,55.04
30,24,15,5,3,0,129,70,54.26
40,28,10,5,3,0,129,70,54.26
40,32,10,5,3,0,129,70,54.26
40,32,15,5,3,0,129,70,54.26
40,32,15,5,7,0,129,70,54.26
40,32,15,10,3,0,129,70,54.26
40,32,15,10,7,0,129,70,54.26
30,24,15,5,0,0,129,69,53.49
35,20,10,5,0,0,129,69,53.49
35,28,15,18,7,0,129,69,53.49
40,28,15,5,0,0,129,69,53.49
40,32,10,10,0,0,129,69,53.49
40,32,15,5,0,0,129,69,53.49
40,32,20,5,0,0,129,69,53.49
40,32,20,5,3,0,129,69,53.49
20,15,10,5,3,0,129,68,52.71
20,24,15,18,7,0,129,68,52.71
20,32,24,5,0,0,129,68,52.71
20,32,24,10,0,0,129,68,52.71
25,15,10,5,3,0,129,68,52.71
25,20,10,5,0,0,129,68,52.71
25,20,10,10,0,0,129,68,52.71
25,24,10,5,3,0,129,68,52.71
25,24,10,10,0,0,129,68,52.71
30,20,10,5,3,0,129,68,52.71
30,24,10,5,0,0,129,68,52.71
30,24,10,10,0,0,129,68,52.71
30,24,15,18,7,0,129,68,52.71
30,28,10,10,0,0,129,68,52.71
30,28,10,10,3,0,129,68,52.71
35,28,10,10,0,0,129,68,52.71
35,28,15,5,0,0,129,68,52.71
35,28,15,5,3,0,129,68,52.71
35,28,15,10,7,0,129,68,52.71
35,28,15,14,10,0,129,68,52.71
35,32,10,10,0,0,129,68,52.71
35,32,10,14,0,0,129,68,52.71
35,32,20,10,3,0,129,68,52.71
40,24,10,5,0,0,129,68,52.71
40,24,15,5,0,0,129,68,52.71
40,28,10,5,0,0,129,68,52.71
40,28,15,10,3,0,129,68,52.71
40,32,10,10,3,0,129,68,52.71
40,32,15,10,0,0,129,68,52.71
40,32,20,10,3,0,129,68,52.71
20,15,10,5,0,0,129,67,51.94
20,32,20,5,0,0,129,67,51.94
25,20,10,10,3,0,129,67,51.94
25,20,15,5,0,0,129,67,51.94
25,20,15,5,3,0,129,67,51.94
25,20,15,10,7,0,129,67,51.94
25,20,15,14,7,0,129,67,51.94
30,24,10,10,3,0,129,67,51.94
30,28,10,5,3,0,129,67,51.94
30,28,15,18,7,0,129,67,51.94
30,28,20,14,10,0,129,67,51.94
30,32,10,14,0,0,129,67,51.94
35,24,10,5,0,0,129,67,51.94
35,24,10,5,3,0,129,67,51.94
35,24,10,10,0,0,129,67,51.94
35,24,15,5,3,0,129,67,51.94
35,28,10,10,3,0,129,67,51.94
35,28,10,14,0,0,129,67,51.94
35,28,15,10,0,0,129,67,51.94
35,28,15,10,3,0,129,67,51.94
35,28,15,10,10,0,129,67,51.94
35,28,15,14,7,0,129,67,51.94
35,28,15,18,3,0,129,67,51.94
35,32,15,10,3,0,129,67,51.94
35,32,15,14,0,0,129,67,51.94
35,32,15,18,7,0,129,67,51.94
35,32,20,10,0,0,129,67,51.94
40,20,15,5,3,0,129,67,51.94
40,28,10,10,3,0,129,67,51.94
40,28,15,5,3,0,129,67,51.94
40,28,15,5,7,0,129,67,51.94
40,28,15,14,0,0,129,67,51.94
40,28,15,18,3,0,129,67,51.94
40,32,15,14,0,0,129,67,51.94
40,32,15,18,3,0,129,67,51.94
40,32,20,10,10,0,129,67,51.94
40,32,24,10,3,0,129,67,51.94
20,20,10,10,0,0,129,66,51.16
20,20,10,10,3,0,129,66,51.16
20,28,24,5,3,0,129,66,51.16
20,28,24,10,3,0,129,66,51.16
20,32,20,18,10,0,129,66,51.16
25,20,10,10,7,0,129,66,51.16
25,24,15,5,3,0,129,66,51.16
25,28,10,5,3,0,129,66,51.16
25,28,15,10,0,0,129,66,51.16
25,28,15,14,0,0,129,66,51.16
25,28,15,18,7,0,129,66,51.16
25,28,24,5,7,0,129,66,51.16
30,20,10,5,7,0,129,66,51.16
30,24,15,10,10,0,129,66,51.16
30,24,15,14,7,0,129,66,51.16
30,24,15,18,0,0,129,66,51.16
30,24,15,18,3,0,129,66,51.16
30,28,10,14,3,0,129,66,51.16
30,28,15,10,3,0,129,66,51.16
30,28,15,14,0,0,129,66,51.16
30,28,15,14,7,0,129,66,51.16
30,32,15,14,0,0,129,66,51.16
35,15,10,5,0,0,129,66,51.16
35,20,10,5,7,0,129,66,51.16
35,24,15,5,0,0,129,66,51.16
35,24,15,10,7,0,129,66,51.16
35,24,15,10,10,0,129,66,51.16
35,28,15,14,0,0,129,66,51.16
35,28,20,5,0,0,129,66,51.16
35,28,20,5,3,0,129,66,51.16
35,28,20,10,10,0,129,66,51.16
35,28,20,14,7,0,129,66,51.16
35,28,20,18,7,0,129,66,51.16
35,28,20,18,10,0,129,66,51.16
35,32,10,5,0,0,129,66,51.16
35,32,10,5,10,0,129,66,51.16
35,32,15,5,3,0,129,66,51.16
35,32,15,10,7,0,129,66,51.16
35,32,15,18,3,0,129,66,51.16
35,32,20,5,0,0,129,66,51.16
35,32,20,14,10,0,129,66,51.16
35,32,20,18,7,0,129,66,51.16
35,32,24,5,0,0,129,66,51.16
35,32,24,10,0,0,129,66,51.16
40,15,10,5,0,0,129,66,51.16
40,24,10,5,3,0,129,66,51.16
40,24,15,5,3,0,129,66,51.16
40,24,15,5,7,0,129,66,51.16
40,24,15,5,10,0,129,66,51.16
40,24,15,10,7,0,129,66,51.16
40,28,10,10,0,0,129,66,51.16
40,28,15,10,0,0,129,66,51.16
40,28,15,10,7,0,129,66,51.16
40,28,15,14,3,0,129,66,51.16
40,28,24,10,10,0,129,66,51.16
40,32,10,5,7,0,129,66,51.16
40,32,15,10,10,0,129,66,51.16
40,32,15,14,10,0,129,66,51.16
40,32,15,18,0,0,129,66,51.16
40,32,20,10,7,0,129,66,51.16
40,32,20,14,10,0,129,66,51.16
40,32,20,18,7,0,129,66,51.16
40,32,24,5,7,0,129,66,51.16
40,32,24,10,10,0,129,66,51.16
20,15,10,5,7,0,129,65,50.39
20,15,10,10,3,0,129,65,50.39
20,15,10,10,10,0,129,65,50.39
20,24,10,10,0,0,129,65,50.39
20,24,15,18,3,0,129,65,50.39
20,24,20,5,3,0,129,65,50.39
20,24,20,5,7,0,129,65,50.39
20,28,10,18,3,0,129,65,50.39
20,28,20,5,3,0,129,65,50.39
20,28,24,5,0,0,129,65,50.39
20,28,24,5,7,0,129,65,50.39
20,32,15,5,0,0,129,65,50.39
20,32,20,10,0,0,129,65,50.39
20,32,24,5,3,0,129,65,50.39
20,32,24,10,3,0,129,65,50.39
25,15,10,10,7,0,129,65,50.39
25,20,15,10,10,0,129,65,50.39
25,24,10,5,0,0,129,65,50.39
25,24,10,5,7,0,129,65,50.39
25,24,10,10,3,0,129,65,50.39
25,24,15,5,0,0,129,65,50.39
25,24,15,14,10,0,129,65,50.39
25,24,15,18,3,0,129,65,50.39
25,28,10,10,0,0,129,65,50.39
25,28,10,14,0,0,129,65,50.39
25,28,15,5,0,0,129,65,50.39
25,28,15,5,3,0,129,65,50.39
25,28,15,5,7,0,129,65,50.39
25,28,15,14,7,0,129,65,50.39
25,28,15,18,3,0,129,65,50.39
25,28,24,5,3,0,129,65,50.39
25,32,10,5,3,0,129,65,50.39
25,32,10,10,0,0,129,65,50.39
25,32,10,14,0,0,129,65,50.39
25,32,20,10,10,0,129,65,50.39
30,15,10,5,3,0,129,65,50.39
30,20,10,5,0,0,129,65,50.39
30,20,10,10,0,0,129,65,50.39
30,20,15,5,3,0,129,65,50.39
30,24,10,5,7,0,129,65,50.39
30,24,10,14,3,0,129,65,50.39
30,24,15,5,7,0,129,65,50.39
30,24,15,10,0,0,129,65,50.39
30,24,15,14,3,0,129,65,50.39
30,24,20,5,0,0,129,65,50.39
30,28,10,5,0,0,129,65,50.39
30,28,10,14,0,0,129,65,50.39
30,28,10,18,0,0,129,65,50.39
30,28,15,5,0,0,129,65,50.39
30,28,15,5,7,0,129,65,50.39
30,28,15,10,0,0,129,65,50.39
30,28,15,14,3,0,129,65,50.39
30,28,15,14,10,0,129,65,50.39
30,28,20,10,0,0,129,65,50.39
30,28,20,18,10,0,129,65,50.39
30,32,15,5,3,0,129,65,50.39
30,32,15,5,7,0,129,65,50.39
30,32,15,14,3,0,129,65,50.39
30,32,15,18,3,0,129,65,50.39
30,32,20,5,10,0,129,65,50.39
30,32,24,5,10,0,129,65,50.39
35,20,10,5,3,0,129,65,50.39
35,20,15,5,7,0,129,65,50.39
35,20,15,10,7,0,129,65,50.39
35,24,10,5,7,0,129,65,50.39
35,24,15,5,7,0,129,65,50.39
35,24,15,14,0,0,129,65,50.39
35,24,15,18,0,0,129,65,50.39
35,24,15,18,3,0,129,65,50.39
35,24,20,5,3,0,129,65,50.39
35,28,15,5,7,0,129,65,50.39
35,28,15,18,0,0,129,65,50.39
35,28,15,18,10,0,129,65,50.39
35,28,20,5,7,0,129,65,50.39
35,28,20,10,3,0,129,65,50.39
35,28,20,10,7,0,129,65,50.39
35,28,20,14,10,0,129,65,50.39
35,28,24,10,3,0,129,65,50.39
35,32,15,10,0,0,129,65,50.39
35,32,15,14,10,0,129,65,50.39
35,32,20,5,3,0,129,65,50.39
35,32,20,10,7,0,129,65,50.39
35,32,20,18,10,0,129,65,50.39
35,32,24,10,3,0,129,65,50.39
35,32,24,14,10,0,129,65,50.39
40,20,10,10,3,0,129,65,50.39
40,24,10,5,7,0,129,65,50.39
40,24,10,10,3,0,129,65,50.39
40,24,15,10,10,0,129,65,50.39
40,24,20,5,3,0,129,65,50.39
40,24,20,10,10,0,129,65,50.39
40,28,15,5,10,0,129,65,50.39
40,28,15,14,7,0,129,65,50.39
40,28,15,14,10,0,129,65,50.39
40,28,15,18,7,0,129,65,50.39
40,28,20,5,0,0,129,65,50.39
40,28,20,5,3,0,129,65,50.39
40,28,20,10,3,0,129,65,50.39
40,28,20,10,7,0,129,65,50.39
40,28,20,10,10,0,129,65,50.39
40,28,24,5,7,0,129,65,50.39
40,28,24,10,3,0,129,65,50.39
40,32,10,5,10,0,129,65,50.39
40,32,10,14,0,0,129,65,50.39
40,32,15,5,10,0,129,65,50.39
40,32,15,14,3,0,129,65,50.39
40,32,20,5,10,0,129,65,50.39
40,32,20,10,0,0,129,65,50.39
40,32,20,14,7,0,129,65,50.39
40,32,20,18,3,0,129,65,50.39
40,32,24,5,0,0,129,65,50.39
40,32,24,5,3,0,129,65,50.39
40,32,24,10,0,0,129,65,50.39
40,32,24,14,10,0,129,65,50.39
20,15,15,10,10,0,129,64,49.61
20,15,15,14,10,0,129,64,49.61
20,20,10,5,3,0,129,64,49.61
20,20,10,14,0,0,129,64,49.61
20,20,10,14,7,0,129,64,49.61
20,20,15,5,3,0,129,64,49.61
20,20,15,14,10,0,129,64,49.61
20,24,10,5,0,0,129,64,49.61
20,24,10,18,3,0,129,64,49.61
20,24,15,5,7,0,129,64,49.61
20,24,20,10,7,1,129,64,49.61
20,28,10,5,3,0,129,64,49.61
20,28,10,10,0,0,129,64,49.61
20,28,15,5,0,0,129,64,49.61
20,28,15,14,7,0,129,64,49.61
20,28,20,14,7,0,129,64,49.61
20,28,20,14,10,0,129,64,49.61
20,32,10,5,0,0,129,64,49.61
20,32,10,10,0,0,129,64,49.61
20,32,15,10,0,0,129,64,49.61
20,32,15,14,0,0,129,64,49.61
20,32,24,5,7,0,129,64,49.61
25,20,10,5,7,0,129,64,49.61
25,20,10,14,0,0,129,64,49.61
25,20,10,14,3,0,129,64,49.61
25,20,20,18,7,0,129,64,49.61
25,20,20,18,10,0,129,64,49.61
25,24,10,18,0,0,129,64,49.61
25,24,15,10,3,0,129,64,49.61
25,24,15,14,7,0,129,64,49.61
25,24,15,18,7,0,129,64,49.61
25,24,20,5,3,0,129,64,49.61
25,28,10,10,3,0,129,64,49.61
25,28,15,10,7,0,129,64,49.61
25,28,15,18,0,0,129,64,49.61
25,28,20,5,3,0,129,64,49.61
25,28,24,10,7,0,129,64,49.61
25,32,15,5,7,0,129,64,49.61
25,32,15,10,0,0,129,64,49.61
25,32,15,14,0,0,129,64,49.61
25,32,20,5,7,0,129,64,49.61
25,32,20,14,10,0,129,64,49.61
25,32,24,5,3,0,129,64,49.61
25,32,24,5,7,0,129,64,49.61
25,32,24,5,10,0,129,64,49.61
30,15,10,10,7,0,129,64,49.61
30,20,10,10,10,0,129,64,49.61
30,20,15,5,0,0,129,64,49.61
30,20,15,10,7,0,129,64,49.61
30,20,15,10,10,0,129,64,49.61
30,24,10,14,0,0,129,64,49.61
30,24,15,10,3,0,129,64,49.61
30,24,15,10,7,0,129,64,49.61
30,24,15,14,10,0,129,64,49.61
30,24,15,18,10,0,129,64,49.61
30,24,20,5,7,0,129,64,49.61
30,24,20,10,7,0,129,64,49.61
30,24,24,5,10,0,129,64,49.61
30,28,15,10,10,0,129,64,49.61
30,28,15,18,0,0,129,64,49.61
30,28,15,18,10,0,129,64,49.61
30,28,20,5,3,0,129,64,49.61
30,28,20,14,7,0,129,64,49.61
30,28,24,5,7,0,129,64,49.61
30,28,24,5,10,0,129,64,49.61
30,32,10,5,3,0,129,64,49.61
30,32,10,5,10,0,129,64,49.61
30,32,15,5,0,0,129,64,49.61
30,32,15,10,3,0,129,64,49.61
30,32,20,5,0,0,129,64,49.61
30,32,20,5,3,0,129,64,49.61
30,32,20,10,3,0,129,64,49.61
30,32,20,10,10,0,129,64,49.61
30,32,20,18,7,0,129,64,49.61
30,32,20,18,10,0,129,64,49.61
30,32,24,5,0,0,129,64,49.61
30,32,24,5,7,0,129,64,49.61
30,32,24,10,3,0,129,64,49.61
30,32,24,10,10,0,129,64,49.61
30,32,24,14,10,0,129,64,49.61
35,20,10,10,3,0,129,64,49.61
35,20,15,5,0,0,129,64,49.61
35,20,15,5,3,0,129,64,49.61
35,20,15,14,10,0,129,64,49.61
35,24,10,18,0,0,129,64,49.61
35,24,15,5,10,0,129,64,49.61
35,24,15,10,0,0,129,64,49.61
35,24,15,14,3,0,129,64,49.61
35,24,15,14,10,0,129,64,49.61
35,24,20,5,7,0,129,64,49.61
35,24,20,10,10,0,129,64,49.61
35,28,10,14,10,0,129,64,49.61
35,28,10,18,0,0,129,64,49.61
35,28,15,14,3,0,129,64,49.61
35,28,24,5,0,0,129,64,49.61
35,28,24,5,3,0,129,64,49.61
35,28,24,5,7,0,129,64,49.61
35,28,24,14,10,0,129,64,49.61
35,32,10,5,3,0,129,64,49.61
35,32,10,10,3,0,129,64,49.61
35,32,10,14,7,0,129,64,49.61
35,32,10,18,3,1,129,64,49.61
35,32,15,5,0,0,129,64,49.61
35,32,15,5,10,0,129,64,49.61
35,32,20,5,7,0,129,64,49.61
35,32,20,10,10,0,129,64,49.61
35,32,20,14,0,0,129,64,49.61
35,32,20,14,7,0,129,64,49.61
40,15,10,10,3,0,129,64,49.61
40,20,10,5,0,0,129,64,49.61
40,20,10,5,3,0,129,64,49.61
40,20,15,5,0,0,129,64,49.61
40,24,15,10,3,0,129,64,49.61
40,24,15,14,10,0,129,64,49.61
40,24,20,5,7,0,129,64,49.61
40,24,20,5,10,0,129,64,49.61
40,24,24,5,10,0,129,64,49.61
40,28,10,14,0,0,129,64,49.61
40,28,15,10,10,0,129,64,49.61
40,28,20,5,10,0,129,64,49.61
40,28,20,14,10,0,129,64,49.61
40,28,20,18,7,0,129,64,49.61
40,28,20,18,10,0,129,64,49.61
40,28,24,5,0,0,129,64,49.61
40,28,24,5,10,0,129,64,49.61
40,32,10,10,7,0,129,64,49.61
40,32,20,5,7,0,129,64,49.61
40,32,20,14,0,0,129,64,49.61
40,32,20,18,10,0,129,64,49.61
40,32,24,5,10,0,129,64,49.61
40,32,24,10,7,0,129,64,49.61
40,32,24,18,10,0,129,64,49.61
20,15,15,5,7,0,129,63,48.84
20,20,10,5,0,0,129,63,48.84
20,20,15,5,7,0,129,63,48.84
20,20,15,10,7,0,129,63,48.84
20,24,10,5,3,0,129,63,48.84
20,24,10,5,7,0,129,63,48.84
20,24,10,10,3,0,129,63,48.84
20,24,10,14,0,0,129,63,48.84
20,24,10,18,0,0,129,63,48.84
20,24,10,18,7,0,129,63,48.84
20,24,10,18,10,0,129,63,48.84
20,24,15,5,3,0,129,63,48.84
20,24,15,10,7,0,129,63,48.84
20,24,15,10,10,0,129,63,48.84
20,24,15,18,10,0,129,63,48.84
20,24,20,5,10,0,129,63,48.84
20,24,24,5,0,0,129,63,48.84
20,28,10,14,0,0,129,63,48.84
20,28,10,18,0,0,129,63,48.84
20,28,15,5,3,0,129,63,48.84
20,28,15,10,0,0,129,63,48.84
20,28,15,14,0,0,129,63,48.84
20,28,15,18,7,0,129,63,48.84
20,28,20,5,7,0,129,63,48.84
20,28,20,10,0,0,129,63,48.84
20,28,20,10,7,0,129,63,48.84
20,28,20,18,7,0,129,63,48.84
20,28,24,10,10,0,129,63,48.84
20,28,24,14,7,0,129,63,48.84
20,32,10,14,0,0,129,63,48.84
20,32,20,5,3,0,129,63,48.84
20,32,20,10,3,0,129,63,48.84
20,32,20,18,7,0,129,63,48.84
20,32,24,14,0,0,129,63,48.84
20,32,24,14,10,0,129,63,48.84
25,15,10,5,0,0,129,63,48.84
25,15,10,5,7,0,129,63,48.84
25,20,10,14,7,0,129,63,48.84
25,20,15,5,7,0,129,63,48.84
25,24,10,14,0,0,129,63,48.84
25,24,10,14,3,0,129,63,48.84
25,24,10,14,7,0,129,63,48.84
25,24,10,18,3,0,129,63,48.84
25,24,15,5,7,0,129,63,48.84
25,24,15,10,0,0,129,63,48.84
25,24,15,10,7,0,129,63,48.84
25,24,15,18,0,0,129,63,48.84
25,24,20,5,7,0,129,63,48.84
25,24,24,5,10,0,129,63,48.84
25,28,15,10,3,0,129,63,48.84
25,28,20,5,10,0,129,63,48.84
25,28,20,14,7,1,129,63,48.84
25,28,24,5,10,0,129,63,48.84
25,28,24,10,10,1,129,63,48.84
25,32,10,14,3,1,129,63,48.84
25,32,15,5,3,0,129,63,48.84
25,32,15,10,3,0,129,63,48.84
25,32,15,10,10,0,129,63,48.84
25,32,15,14,3,0,129,63,48.84
25,32,20,5,10,0,129,63,48.84
25,32,24,5,0,0,129,63,48.84
25,32,24,10,3,0,129,63,48.84
25,32,24,10,10,0,129,63,48.84
25,32,24,14,10,0,129,63,48.84
30,15,15,10,10,0,129,63,48.84
30,20,10,10,3,0,129,63,48.84
30,20,15,5,7,0,129,63,48.84
30,24,10,10,7,0,129,63,48.84
30,24,10,18,0,0,129,63,48.84
30,24,10,18,3,0,129,63,48.84
30,24,15,14,0,0,129,63,48.84
30,24,20,5,3,0,129,63,48.84
30,24,20,10,3,0,129,63,48.84
30,24,20,10,10,0,129,63,48.84
30,24,20,14,10,0,129,63,48.84
30,28,10,14,0,1,129,63,48.84
30,28,10,18,3,0,129,63,48.84
30,28,15,5,3,0,129,63,48.84
30,28,20,5,0,0,129,63,48.84
30,28,20,5,10,0,129,63,48.84
30,28,20,10,3,0,129,63,48.84
30,28,20,10,10,0,129,63,48.84
30,28,20,18,7,0,129,63,48.84
30,28,24,14,10,0,129,63,48.84
30,32,10,5,0,0,129,63,48.84
30,32,10,10,0,0,129,63,48.84
30,32,10,18,3,0,129,63,48.84
30,32,15,10,0,0,129,63,48.84
30,32,15,10,7,0,129,63,48.84
30,32,15,18,7,0,129,63,48.84
30,32,20,5,7,0,129,63,48.84
30,32,20,10,0,0,129,63,48.84
30,32,20,10,7,0,129,63,48.84
30,32,20,14,0,0,129,63,48.84
30,32,20,14,7,0,129,63,48.84
30,32,20,18,3,0,129,63,48.84
30,32,24,5,3,0,129,63,48.84
30,32,24,10,0,0,129,63,48.84
35,15,10,5,3,0,129,63,48.84
35,20,10,10,7,0,129,63,48.84
35,20,15,10,10,0,129,63,48.84
35,24,10,14,0,0,129,63,48.84
35,24,10,14,10,0,129,63,48.84
35,24,15,10,3,0,129,63,48.84
35,24,15,18,7,0,129,63,48.84
35,24,20,18,10,0,129,63,48.84
35,28,10,5,7,0,129,63,48.84
35,28,10,10,7,0,129,63,48.84
35,28,10,10,10,0,129,63,48.84
35,28,10,18,7,0,129,63,48.84
35,28,20,10,0,0,129,63,48.84
35,28,20,14,0,0,129,63,48.84
35,28,24,5,10,0,129,63,48.84
35,28,24,10,0,0,129,63,48.84
35,32,10,14,3,1,129,63,48.84
35,32,10,18,7,0,129,63,48.84
35,32,15,14,3,0,129,63,48.84
35,32,15,14,7,0,129,63,48.84
35,32,15,18,0,0,129,63,48.84
35,32,20,18,3,0,129,63,48.84
35,32,24,5,3,0,129,63,48.84
35,32,24,14,7,0,129,63,48.84
40,15,10,5,3,0,129,63,48.84
40,20,10,10,7,0,129,63,48.84
40,20,15,10,7,0,129,63,48.84
40,20,15,14,10,0,129,63,48.84
40,24,10,10,0,0,129,63,48.84
40,24,10,10,7,0,129,63,48.84
40,24,15,18,0,0,129,63,48.84
40,24,15,18,3,0,129,63,48.84
40,24,20,5,0,0,129,63,48.84
40,28,10,5,7,0,129,63,48.84
40,28,10,18,0,0,129,63,48.84
40,28,10,18,10,0,129,63,48.84
40,28,15,18,0,0,129,63,48.84
40,28,20,5,7,0,129,63,48.84
40,28,20,10,0,0,129,63,48.84
40,28,20,14,0,0,129,63,48.84
40,28,20,14,7,0,129,63,48.84
40,28,24,5,3,0,129,63,48.84
40,28,24,10,7,0,129,63,48.84
40,32,10,14,3,0,129,63,48.84
40,32,10,18,0,0,129,63,48.84
40,32,15,14,7,0,129,63,48.84
40,32,15,18,7,0,129,63,48.84
40,32,20,14,3,0,129,63,48.84
20,15,10,10,0,0,129,62,48.06
20,15,10,10,7,0,129,62,48.06
20,20,10,5,7,0,129,62,48.06
20,20,10,10,10,0,129,62,48.06
20,20,10,14,10,0,129,62,48.06
20,20,15,5,0,0,129,62,48.06
20,24,10,14,3,0,129,62,48.06
20,24,15,5,0,0,129,62,48.06
20,24,15,14,10,0,129,62,48.06
20,24,15,18,0,0,129,62,48.06
20,24,20,5,7,1,129,62,48.06
20,24,20,10,7,0,129,62,48.06
20,24,20,10,10,1,129,62,48.06
20,24,20,14,7,1,129,62,48.06
20,24,20,18,7,0,129,62,48.06
20,24,24,5,3,0,129,62,48.06
20,24,24,5,7,0,129,62,48.06
20,24,24,10,10,1,129,62,48.06
20,24,24,14,7,1,129,62,48.06
20,28,10,5,0,0,129,62,48.06
20,28,15,10,10,0,129,62,48.06
20,28,15,14,3,0,129,62,48.06
20,28,15,18,0,0,129,62,48.06
20,28,20,5,0,0,129,62,48.06
20,28,20,10,3,0,129,62,48.06
20,28,24,5,7,1,129,62,48.06
20,28,24,5,10,1,129,62,48.06
20,28,24,10,0,0,129,62,48.06
20,28,24,10,7,0,129,62,48.06
20,28,24,14,10,0,129,62,48.06
20,32,10,5,3,0,129,62,48.06
20,32,10,14,3,1,129,62,48.06
20,32,10,14,7,1,129,62,48.06
20,32,15,5,3,0,129,62,48.06
20,32,15,18,3,0,129,62,48.06
20,32,15,18,7,0,129,62,48.06
20,32,20,10,3,1,129,62,48.06
20,32,20,10,7,0,129,62,48.06
20,32,20,14,0,0,129,62,48.06
20,32,20,18,0,0,129,62,48.06
20,32,24,5,10,1,129,62,48.06
20,32,24,10,7,0,129,62,48.06
20,32,24,10,10,0,129,62,48.06
25,15,10,10,0,0,129,62,48.06
25,15,15,10,10,0,129,62,48.06
25,20,10,10,10,0,129,62,48.06
25,20,15,5,10,0,129,62,48.06
25,20,15,14,3,0,129,62,48.06
25,20,15,14,10,0,129,62,48.06
25,20,20,5,3,0,129,62,48.06
25,20,20,5,3,1,129,62,48.06
25,20,24,5,10,0,129,62,48.06
25,24,10,14,10,0,129,62,48.06
25,24,10,18,7,0,129,62,48.06
25,24,15,5,10,0,129,62,48.06
25,24,15,14,0,0,129,62,48.06
25,24,15,14,3,0,129,62,48.06
25,24,20,18,3,0,129,62,48.06
25,24,24,5,3,0,129,62,48.06
25,24,24,5,7,0,129,62,48.06
25,24,24,14,10,0,129,62,48.06
25,28,10,5,0,0,129,62,48.06
25,28,10,5,7,0,129,62,48.06
25,28,10,18,0,0,129,62,48.06
25,28,10,18,3,0,129,62,48.06
25,28,15,10,10,0,129,62,48.06
25,28,15,14,3,0,129,62,48.06
25,28,20,5,7,0,129,62,48.06
25,28,20,5,7,1,129,62,48.06
25,28,20,10,7,0,129,62,48.06
25,28,20,14,10,1,129,62,48.06
25,28,24,5,10,1,129,62,48.06
25,28,24,10,3,0,129,62,48.06
25,28,24,10,10,0,129,62,48.06
25,28,24,18,10,1,129,62,48.06
25,32,10,14,7,1,129,62,48.06
25,32,15,14,7,0,129,62,48.06
25,32,15,18,3,0,129,62,48.06
25,32,20,5,0,0,129,62,48.06
25,32,20,5,3,0,129,62,48.06
25,32,20,10,0,0,129,62,48.06
25,32,20,14,0,0,129,62,48.06
25,32,20,18,10,0,129,62,48.06
25,32,24,5,7,1,129,62,48.06
25,32,24,5,10,1,129,62,48.06
25,32,24,10,0,0,129,62,48.06
25,32,24,10,7,0,129,62,48.06
25,32,24,18,10,1,129,62,48.06
30,15,10,5,0,0,129,62,48.06
30,15,10,5,7,0,129,62,48.06
30,20,10,10,7,0,129,62,48.06
30,20,10,14,3,0,129,62,48.06
30,20,10,14,7,0,129,62,48.06
30,20,15,5,10,0,129,62,48.06
30,20,20,5,3,1,129,62,48.06
30,20,20,5,7,0,129,62,48.06
30,20,20,10,7,0,129,62,48.06
30,24,10,18,7,0,129,62,48.06
30,24,15,5,10,0,129,62,48.06
30,24,15,14,0,1,129,62,48.06
30,24,20,18,3,0,129,62,48.06
30,24,20,18,10,0,129,62,48.06
30,24,24,5,0,0,129,62,48.06
30,24,24,5,7,0,129,62,48.06
30,28,10,5,10,0,129,62,48.06
30,28,10,14,7,0,129,62,48.06
30,28,10,14,10,0,129,62,48.06
30,28,15,10,7,0,129,62,48.06
30,28,15,14,0,1,129,62,48.06
30,28,15,18,3,0,129,62,48.06
30,28,24,5,3,0,129,62,48.06
30,28,24,10,3,0,129,62,48.06
30,28,24,14,7,0,129,62,48.06
30,32,10,5,7,0,129,62,48.06
30,32,10,10,3,0,129,62,48.06
30,32,10,10,10,1,129,62,48.06
30,32,10,14,3,1,129,62,48.06
30,32,10,18,0,0,129,62,48.06
30,32,10,18,0,1,129,62,48.06
30,32,15,14,7,0,129,62,48.06
30,32,15,18,0,0,129,62,48.06
30,32,20,14,10,0,129,62,48.06
30,32,24,10,7,0,129,62,48.06
35,15,10,10,7,0,129,62,48.06
35,15,15,5,10,0,129,62,48.06
35,15,15,10,10,0,129,62,48.06
35,15,15,14,10,0,129,62,48.06
35,20,10,10,0,0,129,62,48.06
35,20,10,10,10,0,129,62,48.06
35,20,10,14,7,0,129,62,48.06
35,20,15,5,10,0,129,62,48.06
35,20,15,14,7,0,129,62,48.06
35,20,20,5,0,0,129,62,48.06
35,20,20,5,3,0,129,62,48.06
35,20,20,5,3,1,129,62,48.06
35,20,20,5,7,0,129,62,48.06
35,20,20,5,7,1,129,62,48.06
35,24,10,5,10,0,129,62,48.06
35,24,10,10,7,0,129,62,48.06
35,24,15,18,10,0,129,62,48.06
35,24,20,5,0,0,129,62,48.06
35,24,20,5,3,1,129,62,48.06
35,24,20,5,7,1,129,62,48.06
35,24,20,10,7,0,129,62,48.06
35,24,20,14,0,1,129,62,48.06
35,24,20,14,10,0,129,62,48.06
35,24,24,5,0,0,129,62,48.06
35,24,24,10,10,1,129,62,48.06
35,24,24,14,10,0,129,62,48.06
35,28,10,14,0,1,129,62,48.06
35,28,10,14,3,0,129,62,48.06
35,28,10,18,3,0,129,62,48.06
35,28,15,5,10,0,129,62,48.06
35,28,20,5,7,1,129,62,48.06
35,28,20,5,10,1,129,62,48.06
