1着点,2着点,3着点,5着内点,10着内点,穴補正,近走型,近走重み,検証レース,3着内,複勝率
30,25,10,5,0,0,2,"(np.float64(1.0), np.float64(0.9), np.float64(0.7), np.float64(0.5), np.float64(0.3))",39,17,43.59
