race_id,レース,馬名,単勝オッズ,人気,日付,馬番,horse_id
202610020608,8,コンバットペスカ,22.7,6,2026-07-12,4,2021103236
202610020608,8,エレガンシア,2.7,1,2026-07-12,2,2022103705
202610020608,8,メイショウピリカ,6.3,4,2026-07-12,13,2022102550
202610020608,8,レザンクレール,139.5,8,2026-07-12,12,2021105794
202610020608,8,ヴィーナスバブル,3.1,2,2026-07-12,1,2022102957
202610020608,8,タマモヒロイン,139.5,8,2026-07-12,6,2023104231
202610020608,8,ミッキーマーメイド,3.4,3,2026-07-12,10,2023105002
202610020608,8,ミリタリータトゥー,3.1,2,2026-07-12,1,2023101180
202610020609,9,テンエースワン,62.4,9,2026-07-12,4,2021105637
202610020609,9,タガノアニマシオン,3.8,2,2026-07-12,10,2022106564
202610020609,9,ケイアイアルタイル,35.6,6,2026-07-12,2,2021100711
202610020609,9,エンマ,1.5,1,2026-07-12,8,2022102956
202610020609,9,ブルックリンダンス,75.2,10,2026-07-12,9,2022105791
202610020609,9,ホウショウルクス,13.3,4,2026-07-12,11,2023106298
202610020609,9,トモジャザーン,8.6,3,2026-07-12,3,2021104295
202610020609,9,ショウナンバンライ,1.5,1,2026-07-12,13,2023107036
202610020609,9,プウスカンドゥール,50.6,8,2026-07-12,1,2020104791
202610020609,9,サンライズケヴィン,3.8,2,2026-07-12,12,2023106546
202610020609,9,テンエースワン,50.6,8,2026-07-12,1,2021105637
202610020610,10,ダノンカゼルタ,6.1,3,2026-07-12,10,2022104719
202610020610,10,ショウナンハウル,64.5,11,2026-07-12,4,2021105867
202610020610,10,プリズマジコ,2.5,1,2026-07-12,5,2021106077
202610020610,10,ハッピーダンチャン,8.6,5,2026-07-12,7,2022100529
202610020610,10,フォーチュンライド,16.7,7,2026-07-12,11,2023103343
202610020610,10,アスクエピソード,42.8,9,2026-07-12,2,2020101031
202610020610,10,レイピカケ,45.7,10,2026-07-12,6,2021106904
202610020610,10,コリカンチャ,37.4,8,2026-07-12,9,2022104623
202610020610,10,オデット,14.1,6,2026-07-12,8,2022101925
202610020610,10,ジャスティンガルフ,4.8,2,2026-07-12,3,2021103255
202610020610,10,オウケンボルト,6.4,4,2026-07-12,1,2019103827
202610020610,10,ダノンカゼルタ,6.4,4,2026-07-12,1,2022104719
202610020611,11,メルキオル,31.4,9,2026-07-12,14,2022104796
202610020611,11,ゴッドブルービー,10.7,5,2026-07-12,5,2020106063
202610020611,11,ジンセイ,6.6,2,2026-07-12,9,2021104646
202610020611,11,サンライズアリオン,31.4,9,2026-07-12,1,2019103419
202610020611,11,スナークラファエロ,7.1,3,2026-07-12,7,2021103987
202610020611,11,レイナデアルシーラ,11.9,6,2026-07-12,13,2022104628
202610020611,11,モンブランミノル,11.9,6,2026-07-12,6,2021100838
202610020611,11,メイショウズイウン,132.5,11,2026-07-12,10,2022100154
202610020611,11,シュラザック,2.0,1,2026-07-12,11,2022102117
202610020611,11,フェルヴェンテ,87.2,10,2026-07-12,4,2020102045
202610020611,11,モックモック,8.2,4,2026-07-12,3,2020100061
202610020611,11,メルキオル,31.4,9,2026-07-12,1,2022104796
202610020612,12,ドルチェミスト,88.7,13,2026-07-12,6,2023101174
202610020612,12,リアルアルバ,12.0,7,2026-07-12,11,2023101065
202610020612,12,セレブトーチ,10.8,5,2026-07-12,3,2023105833
202610020612,12,フィラーエ,11.8,6,2026-07-12,18,2023102025
202610020612,12,ウインマスカレード,83.6,12,2026-07-12,13,2022106217
202610020612,12,ジュエルハウス,29.7,9,2026-07-12,16,2022103150
202610020612,12,ラブカムーン,101.4,14,2026-07-12,21,2021106586
202610020612,12,ノボリリア,101.4,14,2026-07-12,7,2022103058
202610020612,12,テルヴィセクス,32.9,10,2026-07-12,17,2023104355
202610020612,12,ギザキズラヴ,7.4,3,2026-07-12,15,2022106715
202610020612,12,ウォーターデライト,307.8,17,2026-07-12,14,2023101865
202610020612,12,ベネメレンティ,57.3,11,2026-07-12,19,2021106648
202610020612,12,シャインベック,12.1,8,2026-07-12,1,2022104392
202610020612,12,アットザラヴアスク,57.3,11,2026-07-12,12,2022104436
202610020612,12,ベルファスト,7.4,3,2026-07-12,20,2021101414
202610020612,12,ジューンオアシス,196.4,16,2026-07-12,2,2023101722
202610020612,12,モルティフレーバー,180.7,15,2026-07-12,10,2022104901
202610020612,12,ドルチェミスト,12.1,8,2026-07-12,1,2023101174
