date,race,race_id,開催地,bet_type,勝負ランク,推奨券種,購入対象,prediction,result,hit,payout,investment,profit,roi,source,投資判定,本命オッズ,期待値,能力差スコア,レース信頼度スコア,AI信頼度スコア
2026-07-12,小倉02R,202610020602,小倉,三連単,C,ワイド,0,タガノプディング－ペコリズム－キタノプレミアム,9-6-10,0,0,100,-100,0.0,jra,見送り,2.1,89,45.0,56.9,56.4
2026-07-12,小倉03R,202610020603,小倉,本命,A,ワイド,0,ブルーザー,1着:2,0,0,100,-100,0.0,jra,見送り,7.9,111,45.0,59.5,67.7
2026-07-12,小倉03R,202610020603,小倉,ワイド,A,ワイド,1,ブルーザー－チェファルー｜ブルーザー－ラルヴァンダード｜ブルーザー－グレイイメル,2-5 / 2-7 / 5-7,1,680,300,380,226.7,jra,見送り,7.9,111,45.0,59.5,67.7
2026-07-12,小倉03R,202610020603,小倉,馬連,A,ワイド,0,ブルーザー－チェファルー｜ブルーザー－ラルヴァンダード,2-5,0,0,200,-200,0.0,jra,見送り,7.9,111,45.0,59.5,67.7
2026-07-12,小倉03R,202610020603,小倉,三連複,A,ワイド,0,ブルーザー－チェファルー－ラルヴァンダード｜ブルーザー－チェファルー－グレイイメル｜ブルーザー－ラルヴァンダード－グレイイメル｜ブルーザー－チェファルー－キービート｜ブルーザー－チェファルー－グレイイメル｜ブルーザー－ラルヴァンダード－キービート,2-5-7,1,750,600,150,125.0,jra,見送り,7.9,111,45.0,59.5,67.7
2026-07-12,小倉03R,202610020603,小倉,三連単,A,ワイド,0,ブルーザー－キービート－グレイイメル,2-5-7,0,0,100,-100,0.0,jra,見送り,7.9,111,45.0,59.5,67.7
2026-07-12,小倉04R,202610020604,小倉,本命,B,ワイド,0,ブランチアウト,1着:7,0,0,100,-100,0.0,jra,見送り,4.1,97,45.0,57.6,65.1
2026-07-12,小倉04R,202610020604,小倉,ワイド,B,ワイド,1,ブランチアウト－フェブリノ｜ブランチアウト－ラミエルノムスコ｜ブランチアウト－セルヴァジオ,7-12 / 6-7 / 6-12,1,590,300,290,196.7,jra,見送り,4.1,97,45.0,57.6,65.1
2026-07-12,小倉04R,202610020604,小倉,馬連,B,ワイド,0,ブランチアウト－フェブリノ｜フェブリノ－セルヴァジオ,7-12,0,0,200,-200,0.0,jra,見送り,4.1,97,45.0,57.6,65.1
2026-07-12,小倉04R,202610020604,小倉,三連複,B,ワイド,0,ブランチアウト－フェブリノ－ラミエルノムスコ｜ブランチアウト－フェブリノ－セルヴァジオ｜ブランチアウト－セルヴァジオ－ラミエルノムスコ｜フェブリノ－セルヴァジオ－ラミエルノムスコ,6-7-12,0,0,400,-400,0.0,jra,見送り,4.1,97,45.0,57.6,65.1
2026-07-12,小倉04R,202610020604,小倉,三連単,B,ワイド,0,ブランチアウト－フェブリノ－セルヴァジオ,7-12-6,0,0,100,-100,0.0,jra,見送り,4.1,97,45.0,57.6,65.1
2026-07-12,小倉05R,202610020605,小倉,本命,D,ワイド,0,パーセンタイル,1着:7,0,0,100,-100,0.0,jra,見送り,159.4,101,45.0,36.9,19.7
2026-07-12,小倉05R,202610020605,小倉,ワイド,D,ワイド,1,パーセンタイル－ロクメイカン｜パーセンタイル－フェーエンハフト｜シュガーハウス－フェーエンハフト,6-7 / 1-7 / 1-6,0,0,300,-300,0.0,jra,見送り,159.4,101,45.0,36.9,19.7
2026-07-12,小倉05R,202610020605,小倉,馬連,D,ワイド,0,パーセンタイル－ロクメイカン｜パーセンタイル－フェーエンハフト,6-7,0,0,200,-200,0.0,jra,見送り,159.4,101,45.0,36.9,19.7
2026-07-12,小倉05R,202610020605,小倉,三連複,D,ワイド,0,パーセンタイル－フェーエンハフト－サイモンレガシー｜パーセンタイル－フェーエンハフト－ロクメイカン｜シュガーハウス－フェーエンハフト－サイモンレガシー｜パーセンタイル－ロクメイカン－シックパラソル｜パーセンタイル－ロクメイカン－サイモンレガシー｜パーセンタイル－シュガーハウス－フェーエンハフト,1-6-7,0,0,600,-600,0.0,jra,見送り,159.4,101,45.0,36.9,19.7
2026-07-12,小倉05R,202610020605,小倉,三連単,D,ワイド,0,パーセンタイル－フェーエンハフト－シュガーハウス,7-6-1,0,0,100,-100,0.0,jra,見送り,159.4,101,45.0,36.9,19.7
2026-07-12,小倉06R,202610020606,小倉,本命,D,ワイド,0,コパノキャンペーン,1着:4,0,0,100,-100,0.0,jra,見送り,87.3,101,45.0,36.9,19.7
2026-07-12,小倉06R,202610020606,小倉,ワイド,D,ワイド,1,コパノキャンペーン－アンドヴェローナ｜コパノキャンペーン－ジョン｜コパノキャンペーン－ララララブソング,4-6 / 4-5 / 5-6,0,0,300,-300,0.0,jra,見送り,87.3,101,45.0,36.9,19.7
2026-07-12,小倉06R,202610020606,小倉,馬連,D,ワイド,0,コパノキャンペーン－ララララブソング｜ララララブソング－ビバームス,4-6,0,0,200,-200,0.0,jra,見送り,87.3,101,45.0,36.9,19.7
2026-07-12,小倉06R,202610020606,小倉,三連複,D,ワイド,0,コパノキャンペーン－ビバームス－ブラックブレット｜コパノキャンペーン－ララララブソング－アンドヴェローナ｜コパノキャンペーン－アンドヴェローナ－ブラックブレット｜コパノキャンペーン－アンドヴェローナ－ジョン｜コパノキャンペーン－ララララブソング－ブラックブレット｜ララララブソング－ビバームス－ブラックブレット,4-5-6,0,0,600,-600,0.0,jra,見送り,87.3,101,45.0,36.9,19.7
2026-07-12,小倉06R,202610020606,小倉,三連単,D,ワイド,0,コパノキャンペーン－ララララブソング－アンドヴェローナ,4-6-5,0,0,100,-100,0.0,jra,見送り,87.3,101,45.0,36.9,19.7
2026-07-12,小倉07R,202610020607,小倉,本命,B,ワイド,0,エアフォースワン,1着:4,0,0,100,-100,0.0,jra,見送り,21.2,103,45.0,49.7,37.1
2026-07-12,小倉07R,202610020607,小倉,ワイド,B,ワイド,1,エアフォースワン－コルヴァス｜エアフォースワン－タマモスカイ｜コルヴァス－タマモスカイ,4-5 / 4-12 / 5-12,0,0,300,-300,0.0,jra,見送り,21.2,103,45.0,49.7,37.1
2026-07-12,小倉07R,202610020607,小倉,馬連,B,ワイド,1,エアフォースワン－コルヴァス｜エアフォースワン－タマモスカイ,4-5,0,0,200,-200,0.0,jra,見送り,21.2,103,45.0,49.7,37.1
2026-07-12,小倉07R,202610020607,小倉,三連複,B,ワイド,0,エアフォースワン－コルヴァス－タマモスカイ｜エアフォースワン－タマモスカイ－オオツカ｜エアフォースワン－コルヴァス－オオツカ,4-5-12,0,0,300,-300,0.0,jra,見送り,21.2,103,45.0,49.7,37.1
2026-07-12,小倉07R,202610020607,小倉,三連単,B,ワイド,0,エアフォースワン－タマモスカイ－コルヴァス,4-5-12,0,0,100,-100,0.0,jra,見送り,21.2,103,45.0,49.7,37.1
2026-07-12,小倉08R,202610020608,小倉,本命,C,ワイド,0,ミリタリータトゥー,1着:1,1,310,100,210,310.0,jra,見送り,,,45.0,52.9,50.7
2026-07-12,小倉08R,202610020608,小倉,ワイド,C,ワイド,1,ミリタリータトゥー－ミリタリータトゥー｜ミリタリータトゥー－ペイシャシス｜ミリタリータトゥー－ペイシャシス,1-2 / 1-3 / 2-3,1,480,300,180,160.0,jra,見送り,,,45.0,52.9,50.7
2026-07-12,小倉08R,202610020608,小倉,馬連,C,ワイド,1,ミリタリータトゥー－ミリタリータトゥー｜ミリタリータトゥー－ペイシャシス,1-2,1,460,200,260,230.0,jra,見送り,,,45.0,52.9,50.7
2026-07-12,小倉08R,202610020608,小倉,三連複,C,ワイド,0,ミリタリータトゥー－ミリタリータトゥー－ペイシャシス｜ミリタリータトゥー－ミリタリータトゥー－メイショウピリカ｜ミリタリータトゥー－ミリタリータトゥー－ミッキーマーメイド｜ミリタリータトゥー－ペイシャシス－メイショウピリカ｜ミリタリータトゥー－ペイシャシス－ミッキーマーメイド｜ミリタリータトゥー－ペイシャシス－メイショウピリカ,1-2-3,0,0,600,-600,0.0,jra,見送り,,,45.0,52.9,50.7
2026-07-12,小倉08R,202610020608,小倉,三連単,C,ワイド,0,ミリタリータトゥー－ペイシャシス－メイショウピリカ,1-2-3,0,0,100,-100,0.0,jra,見送り,,,45.0,52.9,50.7
2026-07-12,小倉09R,202610020609,小倉,本命,B,ワイド,0,トモジャザーン,1着:8,0,0,100,-100,0.0,jra,見送り,41.9,104,45.0,52.8,46.6
2026-07-12,小倉09R,202610020609,小倉,ワイド,B,ワイド,1,トモジャザーン－タガノアニマシオン｜トモジャザーン－ホウショウルクス｜タガノアニマシオン－ホウショウルクス,8-10 / 6-8 / 6-10,0,0,300,-300,0.0,jra,見送り,41.9,104,45.0,52.8,46.6
2026-07-12,小倉09R,202610020609,小倉,馬連,B,ワイド,0,トモジャザーン－ホウショウルクス｜タガノアニマシオン－ホウショウルクス,8-10,0,0,200,-200,0.0,jra,見送り,41.9,104,45.0,52.8,46.6
2026-07-12,小倉09R,202610020609,小倉,三連複,B,ワイド,0,トモジャザーン－タガノアニマシオン－ホウショウルクス｜トモジャザーン－ホウショウルクス－プウスカンドゥール｜トモジャザーン－タガノアニマシオン－ショウナンバンライ｜タガノアニマシオン－ホウショウルクス－ショウナンバンライ｜トモジャザーン－タガノアニマシオン－プウスカンドゥール｜タガノアニマシオン－ホウショウルクス－プウスカンドゥール,6-8-10,0,0,600,-600,0.0,jra,見送り,41.9,104,45.0,52.8,46.6
2026-07-12,小倉09R,202610020609,小倉,三連単,B,ワイド,0,トモジャザーン－プウスカンドゥール－ショウナンバンライ,8-10-6,0,0,100,-100,0.0,jra,見送り,41.9,104,45.0,52.8,46.6
2026-07-12,小倉10R,202610020610,小倉,本命,A,ワイド,0,ダノンカゼルタ,1着:10,0,0,100,-100,0.0,jra,見送り,6.4,115,45.0,59.5,67.7
2026-07-12,小倉10R,202610020610,小倉,ワイド,A,ワイド,1,ダノンカゼルタ－ダノンカゼルタ｜ダノンカゼルタ－ジャスティンガルフ｜ダノンカゼルタ－ジャスティンガルフ,1-10 / 9-10 / 1-9,1,1180,300,880,393.3,jra,見送り,6.4,115,45.0,59.5,67.7
2026-07-12,小倉10R,202610020610,小倉,馬連,A,ワイド,0,ダノンカゼルタ－ダノンカゼルタ｜ダノンカゼルタ－ジャスティンガルフ,1-10,1,1430,200,1230,715.0,jra,見送り,6.4,115,45.0,59.5,67.7
2026-07-12,小倉10R,202610020610,小倉,三連複,A,ワイド,0,ダノンカゼルタ－ダノンカゼルタ－ジャスティンガルフ｜ダノンカゼルタ－ダノンカゼルタ－オウケンボルト｜ダノンカゼルタ－ジャスティンガルフ－オウケンボルト｜ダノンカゼルタ－ジャスティンガルフ－オウケンボルト｜ダノンカゼルタ－ダノンカゼルタ－アスクエピソード｜ダノンカゼルタ－ダノンカゼルタ－レイピカケ,1-9-10,0,0,600,-600,0.0,jra,見送り,6.4,115,45.0,59.5,67.7
