date,race,race_id,開催地,bet_type,勝負ランク,推奨券種,購入対象,prediction,result,hit,payout,investment,profit,roi,source,投資判定,本命オッズ,期待値,能力差スコア,レース信頼度スコア,AI信頼度スコア
2026-07-04,函館02R,202602010702,函館,馬連,C,ワイド,0,トリニタリオ－ヒメヒオウギ｜トリニタリオ－デイズインザサン,3-16,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館02R,202602010702,函館,三連複,C,ワイド,0,トリニタリオ－ヒメヒオウギ－デイズインザサン｜トリニタリオ－ヒメヒオウギ－ニシノマルガリート｜トリニタリオ－デイズインザサン－ニシノマルガリート｜トリニタリオ－ヒメヒオウギ－ワダツミ｜トリニタリオ－デイズインザサン－ワダツミ｜トリニタリオ－ヒメヒオウギ－メイショウローゼ,3-5-16,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,函館02R,202602010702,函館,三連単,C,ワイド,0,トリニタリオ－デイズインザサン－ヒメヒオウギ,16-3-5,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館03R,202602010703,函館,本命,C,ワイド,0,ペガサスウィンド,1着:9,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館03R,202602010703,函館,ワイド,C,ワイド,1,ペガサスウィンド－ギンケイ｜ペガサスウィンド－ラショナルポイント｜ペガサスウィンド－ウォータースパウト,6-9 / 9-10 / 6-10,0,0,300,-300,0.0,jra,,,,,,
2026-07-04,函館03R,202602010703,函館,馬連,C,ワイド,1,ペガサスウィンド－ギンケイ｜ペガサスウィンド－ラショナルポイント,6-9,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館03R,202602010703,函館,三連複,C,ワイド,0,ペガサスウィンド－ギンケイ－ラショナルポイント｜ペガサスウィンド－ギンケイ－ウォータースパウト｜ペガサスウィンド－ラショナルポイント－ウォータースパウト｜ペガサスウィンド－ギンケイ－ブリスフルイヤー｜ペガサスウィンド－ギンケイ－テリオスリコ｜ペガサスウィンド－ギンケイ－マスカルポーネ,6-9-10,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,函館03R,202602010703,函館,三連単,C,ワイド,0,ペガサスウィンド－ウォータースパウト－テリオスリコ,9-6-10,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館04R,202602010704,函館,本命,D,ワイド,0,スッサンエア,1着:14,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館04R,202602010704,函館,ワイド,D,ワイド,1,スッサンエア－ヤジロベエバランス｜スッサンエア－フルムーン｜スッサンエア－ゲレイロ,2-14 / 1-14 / 1-2,0,0,300,-300,0.0,jra,,,,,,
2026-07-04,函館04R,202602010704,函館,馬連,D,ワイド,1,スッサンエア－ヤジロベエバランス｜スッサンエア－ゲレイロ,2-14,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館04R,202602010704,函館,三連複,D,ワイド,0,スッサンエア－ヤジロベエバランス－ゲレイロ｜スッサンエア－ヤジロベエバランス－フルムーン｜スッサンエア－ヤジロベエバランス－ブラックジャック｜スッサンエア－ヤジロベエバランス－チェリーブルーム｜スッサンエア－フルムーン－ゲレイロ｜スッサンエア－ゲレイロ－ブラックジャック,1-2-14,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,函館04R,202602010704,函館,三連単,D,ワイド,0,スッサンエア－ヤジロベエバランス－チェリーブルーム,14-2-1,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館06R,202602010706,函館,本命,C,ワイド,0,ブレイズランナー,1着:5,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館06R,202602010706,函館,ワイド,C,ワイド,1,ブレイズランナー－メイショウセンドウ｜ブレイズランナー－レッドフロイデ｜メイショウセンドウ－レッドフロイデ,5-11 / 2-5 / 2-11,1,300,300,0,100.0,jra,,,,,,
2026-07-04,函館06R,202602010706,函館,馬連,C,ワイド,0,ブレイズランナー－メイショウセンドウ｜ブレイズランナー－レッドフロイデ,5-11,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館06R,202602010706,函館,三連複,C,ワイド,1,ブレイズランナー－メイショウセンドウ－レッドフロイデ,2-5-11,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館06R,202602010706,函館,三連単,C,ワイド,0,ブレイズランナー－メイショウセンドウ－ディープマウンテン,5-11-2,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館07R,202602010707,函館,本命,C,ワイド,0,デルマリシリ,1着:10,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館07R,202602010707,函館,ワイド,C,ワイド,1,デルマリシリ－ツルノマイハシ｜デルマリシリ－メイショウハッケイ｜デルマリシリ－ライトニングロッド,3-10 / 5-10 / 3-5,1,630,300,330,210.0,jra,,,,,,
2026-07-04,函館07R,202602010707,函館,馬連,C,ワイド,1,デルマリシリ－ツルノマイハシ｜デルマリシリ－メイショウハッケイ,3-10,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館07R,202602010707,函館,三連複,C,ワイド,0,デルマリシリ－ツルノマイハシ－メイショウハッケイ｜デルマリシリ－ツルノマイハシ－ライトニングロッド｜デルマリシリ－メイショウハッケイ－ライトニングロッド｜デルマリシリ－ツルノマイハシ－ストレイトアスク,3-5-10,0,0,400,-400,0.0,jra,,,,,,
2026-07-04,函館07R,202602010707,函館,三連単,C,ワイド,0,デルマリシリ－ツルノマイハシ－メイショウハッケイ,10-3-5,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館08R,202602010708,函館,本命,D,ワイド,0,ペリプルス,1着:3,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館08R,202602010708,函館,ワイド,D,ワイド,1,ペリプルス－グランアルト｜ペリプルス－バズアップビート｜ペリプルス－サイモンイロハニー,3-4 / 2-3 / 2-4,0,0,300,-300,0.0,jra,,,,,,
2026-07-04,函館08R,202602010708,函館,馬連,D,ワイド,1,ペリプルス－グランアルト｜ペリプルス－バズアップビート,3-4,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館08R,202602010708,函館,三連複,D,ワイド,0,ペリプルス－グランアルト－バズアップビート｜ペリプルス－グランアルト－サイモンイロハニー｜ペリプルス－グランアルト－アスクファイアモア｜ペリプルス－バズアップビート－サイモンイロハニー｜ペリプルス－グランアルト－ニューアライブ｜ペリプルス－バズアップビート－アスクファイアモア,2-3-4,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,函館08R,202602010708,函館,三連単,D,ワイド,0,ペリプルス－グランアルト－サイモンイロハニー,3-4-2,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館09R,202602010709,函館,本命,C,ワイド,0,マイバラード,1着:6,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館09R,202602010709,函館,ワイド,C,ワイド,1,マイバラード－ゴーゴータカシ｜マイバラード－グレーヌドジョワ｜ゴーゴータカシ－グレーヌドジョワ,6-7 / 1-6 / 1-7,0,0,300,-300,0.0,jra,,,,,,
2026-07-04,函館09R,202602010709,函館,馬連,C,ワイド,1,マイバラード－ゴーゴータカシ｜マイバラード－グレーヌドジョワ,6-7,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館09R,202602010709,函館,三連複,C,ワイド,0,マイバラード－ゴーゴータカシ－グレーヌドジョワ｜マイバラード－ゴーゴータカシ－アルディスティーノ｜マイバラード－ゴーゴータカシ－グランセゾン｜マイバラード－グレーヌドジョワ－アルディスティーノ｜マイバラード－ゴーゴータカシ－タイキルッジェーロ｜マイバラード－グレーヌドジョワ－グランセゾン,1-6-7,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,函館09R,202602010709,函館,三連単,C,ワイド,0,マイバラード－グレーヌドジョワ－ゴーゴータカシ,6-7-1,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館10R,202602010710,函館,本命,C,ワイド,0,ケイアイアギト,1着:2,1,190,100,90,190.0,jra,,,,,,
2026-07-04,函館10R,202602010710,函館,ワイド,C,ワイド,1,ケイアイアギト－レッドライトニング｜ケイアイアギト－エアニゲラ｜ケイアイアギト－セボンサデッセ,1-2 / 2-6 / 1-6,1,410,300,110,136.7,jra,,,,,,
2026-07-04,函館10R,202602010710,函館,馬連,C,ワイド,1,ケイアイアギト－レッドライトニング｜ケイアイアギト－エアニゲラ,1-2,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館10R,202602010710,函館,三連複,C,ワイド,0,ケイアイアギト－レッドライトニング－エアニゲラ｜ケイアイアギト－レッドライトニング－セボンサデッセ｜ケイアイアギト－セボンサデッセ－エアニゲラ｜ケイアイアギト－レッドライトニング－ディアウス｜ケイアイアギト－エアニゲラ－ディアウス｜ケイアイアギト－レッドライトニング－ストラーダ,1-2-6,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,函館10R,202602010710,函館,三連単,C,ワイド,0,ケイアイアギト－オセアバトルプラン－レッドライトニング,2-1-6,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館11R,202602010711,函館,本命,C,ワイド,0,マーブルパレス,1着:8,1,570,100,470,570.0,jra,,,,,,
2026-07-04,函館11R,202602010711,函館,ワイド,C,ワイド,1,マーブルパレス－アンジュプロミス｜マーブルパレス－サムハンター｜アンジュプロミス－サムハンター,8-12 / 8-14 / 12-14,0,0,300,-300,0.0,jra,,,,,,
2026-07-04,函館11R,202602010711,函館,馬連,C,ワイド,0,マーブルパレス－アンジュプロミス｜マーブルパレス－サムハンター,8-12,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館11R,202602010711,函館,三連複,C,ワイド,0,マーブルパレス－アンジュプロミス－サムハンター｜マーブルパレス－アンジュプロミス－サウスバンク｜マーブルパレス－アンジュプロミス－パクスロマーナ｜マーブルパレス－サムハンター－サウスバンク｜マーブルパレス－アンジュプロミス－ルーフ｜マーブルパレス－アンジュプロミス－ウィルオレオール,8-12-14,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,函館11R,202602010711,函館,三連単,C,ワイド,0,マーブルパレス－サムハンター－アンジュプロミス,8-12-14,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館12R,202602010712,函館,本命,C,ワイド,0,ゴールドブレイズ,1着:6,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,函館12R,202602010712,函館,ワイド,C,ワイド,1,ゴールドブレイズ－シーズザスローン｜ゴールドブレイズ－シュヴァルノワール｜ゴールドブレイズ－イサギ,4-6 / 3-6 / 3-4,1,120,300,-180,40.0,jra,,,,,,
2026-07-04,函館12R,202602010712,函館,馬連,C,ワイド,0,ゴールドブレイズ－シュヴァルノワール｜ゴールドブレイズ－シーズザスローン,4-6,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,函館12R,202602010712,函館,三連複,C,ワイド,0,ゴールドブレイズ－シーズザスローン－シュヴァルノワール｜ゴールドブレイズ－シーズザスローン－イサギ｜ゴールドブレイズ－シュヴァルノワール－イサギ｜ゴールドブレイズ－シーズザスローン－ブレイジングスター｜ゴールドブレイズ－シュヴァルノワール－ブレイジングスター｜ゴールドブレイズ－シーズザスローン－アチーヴァー,3-4-6,1,440,600,-160,73.3,jra,,,,,,
2026-07-04,函館12R,202602010712,函館,三連単,C,ワイド,0,ゴールドブレイズ－シュヴァルノワール－イサギ,6-4-3,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,小倉01R,202610020301,小倉,本命,D,ワイド,0,アバットゥータ,1着:11,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,小倉01R,202610020301,小倉,ワイド,D,ワイド,1,アバットゥータ－アドアプローズ｜アバットゥータ－アクロスザリバー｜アバットゥータ－ゴールデンルーキー,7-11 / 6-11 / 6-7,0,0,300,-300,0.0,jra,,,,,,
2026-07-04,小倉01R,202610020301,小倉,馬連,D,ワイド,1,アバットゥータ－アドアプローズ｜アバットゥータ－アクロスザリバー,7-11,0,0,200,-200,0.0,jra,,,,,,
2026-07-04,小倉01R,202610020301,小倉,三連複,D,ワイド,0,アバットゥータ－アドアプローズ－アクロスザリバー｜アバットゥータ－アドアプローズ－ゴールデンルーキー｜アバットゥータ－アドアプローズ－ゴーツウキリシマ｜アバットゥータ－アクロスザリバー－ゴールデンルーキー｜アバットゥータ－アクロスザリバー－ゴーツウキリシマ｜アバットゥータ－アドアプローズ－アニージョ,6-7-11,0,0,600,-600,0.0,jra,,,,,,
2026-07-04,小倉01R,202610020301,小倉,三連単,D,ワイド,0,アバットゥータ－アクロスザリバー－アドアプローズ,11-7-6,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,小倉02R,202610020302,小倉,本命,C,ワイド,0,ランスオブラヴ,1着:4,0,0,100,-100,0.0,jra,,,,,,
2026-07-04,小倉02R,202610020302,小倉,ワイド,C,ワイド,1,ランスオブラヴ－マルモリキャスター｜ランスオブラヴ－ロングジーニアス｜ランスオブラヴ－アイルトン,4-8 / 4-5 / 4-12 / 5-8 / 8-12,0,0,300,-300,0.0,jra,,,,,,
2026-07-04,小倉02R,202610020302,小倉,馬連,C,ワイド,0,ランスオブラヴ－マルモリキャスター｜ランスオブラヴ－ロングジーニアス,4-8,0,0,200,-200,0.0,jra,,,,,,
